,Total_Stops,Price,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Day,Month,TotalTime,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,dep_timezone_Morning,dep_timezone_Afternoon,dep_timezone_Evening,arrival_timezone_Morning,arrival_timezone_Afternoon,arrival_timezone_Evening,Additional_Info_1 short layover,Additional_Info_2 long layover,Additional_Info_business class,Additional_Info_change airports,Additional_Info_in-flight meal not included,Additional_Info_no check-in baggage included,Additional_Info_red-eye flight
2454,2,10919,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,22.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2455,0,4804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,2.6666666666666665,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2456,1,10539,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,14.5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2457,0,4377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,2.8333333333333335,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2458,0,6961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,2.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2459,1,7408,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27,5,8.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2460,0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,2.9166666666666665,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2461,0,5198,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,3,2.5833333333333335,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2462,1,10262,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,25.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2463,0,5613,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27,4,2.5833333333333335,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2464,1,10262,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,7.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2465,0,5755,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2466,0,3687,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,21,5,2.25,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2467,0,5678,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,6,1.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2468,1,13542,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,3,7.333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2469,1,12347,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,23.583333333333332,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2470,1,12384,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,9.583333333333334,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2471,2,10909,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,4,22.916666666666668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2473,1,6069,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,5.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2474,1,12898,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,27.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2475,0,4804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,6,2.5833333333333335,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2476,1,10031,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,20.333333333333332,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2477,1,6442,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,14.916666666666666,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2478,2,9653,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,19.666666666666668,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2479,1,8610,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,6,27.333333333333332,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2480,1,14714,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,5.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2481,1,12599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,23.416666666666668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2482,1,9103,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9,5,14.083333333333334,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2483,1,12898,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,5.583333333333333,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2484,0,2647,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6,6,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2485,0,5678,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,1.4166666666666667,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2486,1,12373,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,17.333333333333332,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2487,0,3847,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,27,3,2.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2488,1,14151,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,25.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2489,1,13843,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,20.416666666666668,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2490,0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,5,2.9166666666666665,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2491,0,4995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,6,1.4166666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2492,1,10262,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,7.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2493,2,13029,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,22.916666666666668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2494,1,14053,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,9.166666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2495,1,26890,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,14.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2496,0,3841,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,2.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2497,1,11003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12.416666666666666,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2498,0,5403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,4,2.8333333333333335,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2499,1,15342,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,3,10.833333333333334,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2500,2,12224,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,17.25,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2501,0,6297,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,3,2.3333333333333335,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2502,1,8844,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,5.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2503,1,13377,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,6,11.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2504,0,5706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,2.9166666666666665,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2505,1,8372,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,10.666666666666666,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2506,1,6526,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,14.333333333333334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2507,0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,2.8333333333333335,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2508,0,3175,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,6,1.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2509,1,10407,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,5,10.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2510,0,4423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,4,2.8333333333333335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,1,9555,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,5,27.333333333333332,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2512,1,12681,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,23.833333333333332,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2513,1,13059,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,14.583333333333334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2514,1,8586,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,17.583333333333332,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2515,0,3419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,2.75,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2516,0,3873,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,6,2.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2517,1,10203,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,10.416666666666666,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2518,2,13029,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,8.916666666666666,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2519,1,10844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,6.083333333333333,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2520,1,11134,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,13.25,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2521,1,8610,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12,6,22.5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2522,0,4174,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,4,2.5833333333333335,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2523,1,11087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,25.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2524,0,3971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,6,2.9166666666666665,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2525,1,17531,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,4,11.916666666666666,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2526,0,3573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,6,2.6666666666666665,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2527,1,8366,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,22.5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2528,0,13885,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2.5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2529,2,18485,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9,6,7.666666666666667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2530,0,4409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,4,2.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2531,1,8085,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,27.083333333333332,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2532,1,13377,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,6,8.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2533,2,13538,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,18.333333333333332,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2534,1,15147,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,3,6.583333333333333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2535,0,4030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,5,2.9166666666666665,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2536,1,14848,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,6,11.25,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2537,1,13555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,9.416666666666666,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2538,2,10975,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,26.333333333333332,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2539,2,13029,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,26.916666666666668,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2540,1,9663,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,24.916666666666668,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2541,0,4050,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,1.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2542,1,14714,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,10.916666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2543,2,11213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10.916666666666666,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2544,0,4544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,2.75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2545,0,3873,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,6,2.4166666666666665,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2546,1,12537,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9,4,8.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2547,1,13067,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,9.583333333333334,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2548,2,16704,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,29.333333333333332,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2549,1,8714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2550,2,13376,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,22.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2551,0,3597,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,27,6,2.25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2552,1,7670,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,18,5,12.666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2553,2,14410,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,37.416666666666664,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2554,1,7480,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,23.666666666666668,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2555,1,13584,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,22.25,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2556,1,25735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,17.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2557,0,4544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2558,1,8099,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,5,10.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2559,1,10844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,12.166666666666666,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2560,1,12557,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,9.166666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2561,0,9564,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,3.25,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2562,1,13817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,12.083333333333334,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2563,1,12384,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,9.583333333333334,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2564,1,7575,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,5,14.333333333333334,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2565,2,14120,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,19.25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2566,1,6916,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9,3,15.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2567,1,7878,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,27,5,15.333333333333334,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2568,1,11087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,21.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2569,0,4804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,4,2.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2570,0,3597,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,15,6,2.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2571,2,12723,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,34.416666666666664,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2572,0,2227,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,5,1.5833333333333333,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2573,1,9929,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,5,12.25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2574,1,11841,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,12.166666666666666,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2575,1,12373,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,16.916666666666668,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2576,1,12898,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,22.083333333333332,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2577,2,15113,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,25.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2578,1,10529,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,18,5,7.333333333333333,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2579,2,8875,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,18.583333333333332,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2580,1,10844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,12.333333333333334,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
2581,0,15676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2582,1,7064,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,15.166666666666666,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2583,1,10844,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,11.416666666666666,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2584,1,19595,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,3,26.833333333333332,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2585,1,13941,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,18.166666666666668,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2586,1,6790,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,7.583333333333333,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2587,0,3841,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,27,4,2.4166666666666665,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2588,1,11087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,21.333333333333332,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2589,2,11491,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,23.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2590,0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,2.8333333333333335,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2591,1,22270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,20.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2592,0,4878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,6,2.5833333333333335,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2593,1,14714,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,5.583333333333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2594,1,10877,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,24,6,12.333333333333334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2595,2,9653,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,23.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2596,1,14571,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,16.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2597,1,7064,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,25.833333333333332,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2598,0,5618,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,2.5833333333333335,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2599,1,13727,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,5,11.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
